Time period,Bus Contract Region,Card Type,Trip
8/1/16,Outer Sydney Metro Contract 6,Free Opal,"1,507"
8/1/16,Outer Sydney Metro Contract 6,School Opal,"89,946"
8/1/16,Outer Sydney Metro Contract 6,Gold Opal,"115,397"
8/1/16,Outer Sydney Metro Contract 7,Adult,"37,010"
8/1/16,Outer Sydney Metro Contract 7,Adult,"3,782"
8/1/16,Outer Sydney Metro Contract 7,Adult,"3,118"
8/1/16,Outer Sydney Metro Contract 7,Adult,"2,490"
8/1/16,Outer Sydney Metro Contract 7,Child/Youth,"12,391"
8/1/16,Outer Sydney Metro Contract 7,Opal Single Ticket,"1,997"
8/1/16,Outer Sydney Metro Contract 7,Opal Single Ticket,"1,620"
8/1/16,Outer Sydney Metro Contract 7,Opal Single Ticket,"1,112"
8/1/16,Outer Sydney Metro Contract 7,Concession,"8,201"
8/1/16,Outer Sydney Metro Contract 7,Free Opal,693
8/1/16,Outer Sydney Metro Contract 7,School Opal,"124,270"
8/1/16,Outer Sydney Metro Contract 7,Gold Opal,"58,744"
8/1/16,Outer Sydney Metro Contract 8,Adult,"26,221"
8/1/16,Outer Sydney Metro Contract 8,Adult,"1,465"
8/1/16,Outer Sydney Metro Contract 8,Adult,485
8/1/16,Outer Sydney Metro Contract 8,Adult,88
8/1/16,Outer Sydney Metro Contract 8,Child/Youth,"7,473"
8/1/16,Outer Sydney Metro Contract 8,Opal Single Ticket,650
8/1/16,Outer Sydney Metro Contract 8,Opal Single Ticket,229
8/1/16,Outer Sydney Metro Contract 8,Opal Single Ticket,42
8/1/16,Outer Sydney Metro Contract 8,Concession,"1,845"
8/1/16,Outer Sydney Metro Contract 8,Free Opal,103
8/1/16,Outer Sydney Metro Contract 8,School Opal,"82,259"
8/1/16,Outer Sydney Metro Contract 8,Gold Opal,"17,050"
8/1/16,Outer Sydney Metro Contract 9,Adult,"5,959"
8/1/16,Outer Sydney Metro Contract 9,Adult,271
8/1/16,Outer Sydney Metro Contract 9,Adult,215
8/1/16,Outer Sydney Metro Contract 9,Adult,173
8/1/16,Outer Sydney Metro Contract 9,Child/Youth,"1,226"
8/1/16,Outer Sydney Metro Contract 9,Opal Single Ticket,137
8/1/16,Outer Sydney Metro Contract 9,Opal Single Ticket,24
8/1/16,Outer Sydney Metro Contract 9,Opal Single Ticket,39
8/1/16,Outer Sydney Metro Contract 9,Concession,540
8/1/16,Outer Sydney Metro Contract 9,Free Opal,47
8/1/16,Outer Sydney Metro Contract 9,School Opal,"24,765"
8/1/16,Outer Sydney Metro Contract 9,Gold Opal,"3,758"
8/1/16,Outer Sydney Metro Contract 10,Adult,"43,670"
8/1/16,Outer Sydney Metro Contract 10,Adult,"9,036"
8/1/16,Outer Sydney Metro Contract 10,Adult,"8,047"
8/1/16,Outer Sydney Metro Contract 10,Adult,"3,362"
8/1/16,Outer Sydney Metro Contract 10,Child/Youth,"20,750"
8/1/16,Outer Sydney Metro Contract 10,Opal Single Ticket,"5,341"
8/1/16,Outer Sydney Metro Contract 10,Opal Single Ticket,"2,234"
8/1/16,Outer Sydney Metro Contract 10,Opal Single Ticket,703
8/1/16,Outer Sydney Metro Contract 10,Concession,"17,325"
8/1/16,Outer Sydney Metro Contract 10,Free Opal,"1,220"
8/1/16,Outer Sydney Metro Contract 10,School Opal,"217,971"
8/1/16,Outer Sydney Metro Contract 10,Gold Opal,"105,311"
8/1/16,Outer Sydney Metro Contract 11,Adult,616
8/1/16,Outer Sydney Metro Contract 11,Adult,109
8/1/16,Outer Sydney Metro Contract 11,Adult,71
8/1/16,Outer Sydney Metro Contract 11,Adult,34
8/1/16,Outer Sydney Metro Contract 11,Child/Youth,299
8/1/16,Outer Sydney Metro Contract 11,Opal Single Ticket,12
8/1/16,Outer Sydney Metro Contract 11,Opal Single Ticket,42
8/1/16,Outer Sydney Metro Contract 11,Opal Single Ticket,12
8/1/16,Outer Sydney Metro Contract 11,Concession,126
8/1/16,Outer Sydney Metro Contract 11,Free Opal,6
8/1/16,Outer Sydney Metro Contract 11,School Opal,"7,684"
8/1/16,Outer Sydney Metro Contract 11,Gold Opal,746
8/1/16,Outer Sydney Metro Contract 12,Adult,"10,256"
8/1/16,Outer Sydney Metro Contract 12,Adult,"1,262"
8/1/16,Outer Sydney Metro Contract 12,Adult,"1,708"
8/1/16,Outer Sydney Metro Contract 12,Adult,927
8/1/16,Outer Sydney Metro Contract 12,Child/Youth,"3,225"
8/1/16,Outer Sydney Metro Contract 12,Opal Single Ticket,279
8/1/16,Outer Sydney Metro Contract 12,Opal Single Ticket,207
8/1/16,Outer Sydney Metro Contract 12,Opal Single Ticket,133
8/1/16,Outer Sydney Metro Contract 12,Concession,"3,747"
8/1/16,Outer Sydney Metro Contract 12,Free Opal,204
8/1/16,Outer Sydney Metro Contract 12,School Opal,"22,988"
8/1/16,Outer Sydney Metro Contract 12,Gold Opal,"20,377"
8/1/16,Night Ride 10,Adult,"7,407"
8/1/16,Night Ride 10,Adult,41
8/1/16,Night Ride 10,Adult,50
8/1/16,Night Ride 10,Adult,120
8/1/16,Night Ride 10,Child/Youth,92
8/1/16,Night Ride 10,Opal Single Ticket,4
8/1/16,Night Ride 10,Opal Single Ticket,4
8/1/16,Night Ride 10,Opal Single Ticket,3
8/1/16,Night Ride 10,Concession,601
8/1/16,Night Ride 10,Free Opal,7
8/1/16,Night Ride 10,Gold Opal,366
8/1/16,Night Ride 11,Adult,"5,230"
8/1/16,Night Ride 11,Adult,16
8/1/16,Night Ride 11,Adult,31
8/1/16,Night Ride 11,Adult,86
8/1/16,Night Ride 11,Child/Youth,74
8/1/16,Night Ride 11,Opal Single Ticket,3
8/1/16,Night Ride 11,Opal Single Ticket,3
8/1/16,Night Ride 11,Concession,310
8/1/16,Night Ride 11,Gold Opal,299
8/1/16,Night Ride 20,Adult,510
8/1/16,Night Ride 20,Adult,3
8/1/16,Night Ride 20,Adult,7
8/1/16,Night Ride 20,Child/Youth,7
8/1/16,Night Ride 20,Concession,39
8/1/16,Night Ride 20,Gold Opal,49
8/1/16,Night Ride 30,Adult,"4,736"
8/1/16,Night Ride 30,Adult,35
8/1/16,Night Ride 30,Adult,43
8/1/16,Night Ride 30,Adult,252
8/1/16,Night Ride 30,Child/Youth,106
8/1/16,Night Ride 30,Opal Single Ticket,5
8/1/16,Night Ride 30,Opal Single Ticket,8
8/1/16,Night Ride 30,Opal Single Ticket,20
8/1/16,Night Ride 30,Concession,641
8/1/16,Night Ride 30,Free Opal,15
8/1/16,Night Ride 30,Gold Opal,650
8/1/16,Night Ride 40,Adult,"6,193"
8/1/16,Night Ride 40,Adult,25
8/1/16,Night Ride 40,Adult,47
8/1/16,Night Ride 40,Adult,73
8/1/16,Night Ride 40,Child/Youth,82
8/1/16,Night Ride 40,Opal Single Ticket,2
8/1/16,Night Ride 40,Opal Single Ticket,10
8/1/16,Night Ride 40,Opal Single Ticket,15
8/1/16,Night Ride 40,Concession,516
8/1/16,Night Ride 40,Free Opal,3
8/1/16,Night Ride 40,Gold Opal,624
8/1/16,Night Ride 50,Adult,"6,783"
8/1/16,Night Ride 50,Adult,47
8/1/16,Night Ride 50,Adult,95
8/1/16,Night Ride 50,Adult,113
8/1/16,Night Ride 50,Child/Youth,93
8/1/16,Night Ride 50,Opal Single Ticket,11
8/1/16,Night Ride 50,Opal Single Ticket,7
8/1/16,Night Ride 50,Opal Single Ticket,3
8/1/16,Night Ride 50,Concession,497
8/1/16,Night Ride 50,School Opal,1
8/1/16,Night Ride 50,Gold Opal,698
8/1/16,Night Ride 60,Adult,"11,731"
8/1/16,Night Ride 60,Adult,55
8/1/16,Night Ride 60,Adult,99
8/1/16,Night Ride 60,Adult,134
8/1/16,Night Ride 60,Child/Youth,115
8/1/16,Night Ride 60,Opal Single Ticket,4
8/1/16,Night Ride 60,Opal Single Ticket,10
8/1/16,Night Ride 60,Opal Single Ticket,12
8/1/16,Night Ride 60,Concession,550
8/1/16,Night Ride 60,Free Opal,6
8/1/16,Night Ride 60,Gold Opal,"1,033"
8/1/16,Night Ride 61,Adult,"1,221"
8/1/16,Night Ride 61,Adult,1
8/1/16,Night Ride 61,Adult,6
8/1/16,Night Ride 61,Adult,19
8/1/16,Night Ride 61,Child/Youth,14
8/1/16,Night Ride 61,Opal Single Ticket,1
8/1/16,Night Ride 61,Opal Single Ticket,3
8/1/16,Night Ride 61,Concession,155
8/1/16,Night Ride 61,Gold Opal,85
8/1/16,Night Ride 70,Adult,"5,405"
8/1/16,Night Ride 70,Adult,18
8/1/16,Night Ride 70,Adult,19
8/1/16,Night Ride 70,Adult,117
8/1/16,Night Ride 70,Child/Youth,61
8/1/16,Night Ride 70,Opal Single Ticket,2
8/1/16,Night Ride 70,Opal Single Ticket,7
8/1/16,Night Ride 70,Opal Single Ticket,19
8/1/16,Night Ride 70,Concession,545
8/1/16,Night Ride 70,Free Opal,5
8/1/16,Night Ride 70,Gold Opal,616
8/1/16,Night Ride 71,Adult,"1,494"
8/1/16,Night Ride 71,Adult,5
8/1/16,Night Ride 71,Adult,9
8/1/16,Night Ride 71,Adult,78
8/1/16,Night Ride 71,Child/Youth,28
8/1/16,Night Ride 71,Opal Single Ticket,1
8/1/16,Night Ride 71,Opal Single Ticket,16
8/1/16,Night Ride 71,Concession,274
8/1/16,Night Ride 71,Free Opal,2
8/1/16,Night Ride 71,Gold Opal,146
8/1/16,Night Ride 80,Adult,"3,784"
8/1/16,Night Ride 80,Adult,19
8/1/16,Night Ride 80,Adult,26
8/1/16,Night Ride 80,Adult,60
8/1/16,Night Ride 80,Child/Youth,40
8/1/16,Night Ride 80,Opal Single Ticket,3
8/1/16,Night Ride 80,Opal Single Ticket,4
8/1/16,Night Ride 80,Opal Single Ticket,13
8/1/16,Night Ride 80,Concession,499
8/1/16,Night Ride 80,Free Opal,1
8/1/16,Night Ride 80,School Opal,1
8/1/16,Night Ride 80,Gold Opal,307
8/1/16,Night Ride 90,Adult,"4,984"
8/1/16,Night Ride 90,Adult,16
8/1/16,Night Ride 90,Adult,50
8/1/16,Night Ride 90,Adult,76
8/1/16,Night Ride 90,Child/Youth,99
8/1/16,Night Ride 90,Opal Single Ticket,3
8/1/16,Night Ride 90,Opal Single Ticket,7
8/1/16,Night Ride 90,Opal Single Ticket,13
8/1/16,Night Ride 90,Concession,982
8/1/16,Night Ride 90,Gold Opal,261
8/1/16,Night Ride 100,Adult,498
8/1/16,Night Ride 100,Adult,4
8/1/16,Night Ride 100,Adult,4
8/1/16,Night Ride 100,Child/Youth,17
8/1/16,Night Ride 100,Opal Single Ticket,1
8/1/16,Night Ride 100,Concession,35
8/1/16,Night Ride 100,Gold Opal,21
9/1/16,Sydney Metro Contract 1,Adult,"370,068"
9/1/16,Sydney Metro Contract 1,Adult,"23,416"
9/1/16,Sydney Metro Contract 1,Adult,"14,984"
9/1/16,Sydney Metro Contract 1,Adult,"1,459"
9/1/16,Sydney Metro Contract 1,Child/Youth,"70,022"
9/1/16,Sydney Metro Contract 1,Opal Single Ticket,"12,523"
9/1/16,Sydney Metro Contract 1,Opal Single Ticket,"8,836"
9/1/16,Sydney Metro Contract 1,Opal Single Ticket,937
9/1/16,Sydney Metro Contract 1,Concession,"61,676"
9/1/16,Sydney Metro Contract 1,Free Opal,"1,320"
9/1/16,Sydney Metro Contract 1,School Opal,"203,827"
9/1/16,Sydney Metro Contract 1,Gold Opal,"218,598"
9/1/16,Sydney Metro Contract 2,Adult,"96,846"
9/1/16,Sydney Metro Contract 2,Adult,"6,630"
9/1/16,Sydney Metro Contract 2,Adult,"4,127"
9/1/16,Sydney Metro Contract 2,Adult,634
9/1/16,Sydney Metro Contract 2,Child/Youth,"19,883"
9/1/16,Sydney Metro Contract 2,Opal Single Ticket,"2,655"
9/1/16,Sydney Metro Contract 2,Opal Single Ticket,"1,777"
9/1/16,Sydney Metro Contract 2,Opal Single Ticket,218
9/1/16,Sydney Metro Contract 2,Concession,"20,282"
9/1/16,Sydney Metro Contract 2,Free Opal,925
9/1/16,Sydney Metro Contract 2,School Opal,"59,145"
9/1/16,Sydney Metro Contract 2,Gold Opal,"90,156"
9/1/16,Sydney Metro Contract 3,Adult,"358,847"
9/1/16,Sydney Metro Contract 3,Adult,"23,641"
9/1/16,Sydney Metro Contract 3,Adult,"17,322"
9/1/16,Sydney Metro Contract 3,Adult,"2,502"
9/1/16,Sydney Metro Contract 3,Child/Youth,"62,642"
9/1/16,Sydney Metro Contract 3,Opal Single Ticket,"10,431"
9/1/16,Sydney Metro Contract 3,Opal Single Ticket,"6,720"
9/1/16,Sydney Metro Contract 3,Opal Single Ticket,563
9/1/16,Sydney Metro Contract 3,Concession,"81,868"
9/1/16,Sydney Metro Contract 3,Free Opal,"1,693"
9/1/16,Sydney Metro Contract 3,School Opal,"124,118"
9/1/16,Sydney Metro Contract 3,Gold Opal,"270,225"
9/1/16,Sydney Metro Contract 4,Adult,"1,125,875"
9/1/16,Sydney Metro Contract 4,Adult,"8,856"
9/1/16,Sydney Metro Contract 4,Adult,"5,456"
9/1/16,Sydney Metro Contract 4,Adult,"15,631"
9/1/16,Sydney Metro Contract 4,Child/Youth,"93,990"
9/1/16,Sydney Metro Contract 4,Opal Single Ticket,"4,790"
9/1/16,Sydney Metro Contract 4,Opal Single Ticket,"3,145"
9/1/16,Sydney Metro Contract 4,Opal Single Ticket,"3,830"
9/1/16,Sydney Metro Contract 4,Concession,"155,529"
9/1/16,Sydney Metro Contract 4,Free Opal,"1,867"
9/1/16,Sydney Metro Contract 4,School Opal,"175,165"
9/1/16,Sydney Metro Contract 4,Gold Opal,"200,000"
9/1/16,Sydney Metro Contract 5,Adult,"102,149"
9/1/16,Sydney Metro Contract 5,Adult,"5,464"
9/1/16,Sydney Metro Contract 5,Adult,"1,644"
9/1/16,Sydney Metro Contract 5,Adult,51
9/1/16,Sydney Metro Contract 5,Child/Youth,"18,546"
9/1/16,Sydney Metro Contract 5,Opal Single Ticket,"2,235"
9/1/16,Sydney Metro Contract 5,Opal Single Ticket,913
9/1/16,Sydney Metro Contract 5,Opal Single Ticket,26
9/1/16,Sydney Metro Contract 5,Concession,"14,941"
9/1/16,Sydney Metro Contract 5,Free Opal,567
9/1/16,Sydney Metro Contract 5,School Opal,"32,966"
9/1/16,Sydney Metro Contract 5,Gold Opal,"107,088"
9/1/16,Sydney Metro Contract 6,Adult,"2,437,412"
9/1/16,Sydney Metro Contract 6,Adult,"12,806"
9/1/16,Sydney Metro Contract 6,Adult,"4,763"
9/1/16,Sydney Metro Contract 6,Adult,412
9/1/16,Sydney Metro Contract 6,Child/Youth,"129,479"
9/1/16,Sydney Metro Contract 6,Opal Single Ticket,"3,114"
9/1/16,Sydney Metro Contract 6,Opal Single Ticket,"1,234"
9/1/16,Sydney Metro Contract 6,Opal Single Ticket,114
9/1/16,Sydney Metro Contract 6,Concession,"327,430"
9/1/16,Sydney Metro Contract 6,Other,"22,077"
9/1/16,Sydney Metro Contract 6,Free Opal,"4,267"
9/1/16,Sydney Metro Contract 6,School Opal,"88,067"
9/1/16,Sydney Metro Contract 6,Gold Opal,"656,139"
9/1/16,Sydney Metro Contract 7,Adult,"1,623,332"
9/1/16,Sydney Metro Contract 7,Adult,"5,791"
9/1/16,Sydney Metro Contract 7,Adult,"3,832"
9/1/16,Sydney Metro Contract 7,Adult,"1,573"
9/1/16,Sydney Metro Contract 7,Child/Youth,"121,985"
9/1/16,Sydney Metro Contract 7,Opal Single Ticket,"1,555"
9/1/16,Sydney Metro Contract 7,Opal Single Ticket,"1,172"
9/1/16,Sydney Metro Contract 7,Opal Single Ticket,297
9/1/16,Sydney Metro Contract 7,Concession,"154,998"
9/1/16,Sydney Metro Contract 7,Other,"10,284"
9/1/16,Sydney Metro Contract 7,Free Opal,"2,894"
9/1/16,Sydney Metro Contract 7,School Opal,"150,923"
9/1/16,Sydney Metro Contract 7,Gold Opal,"357,494"
9/1/16,Sydney Metro Contract 8,Adult,"1,414,288"
9/1/16,Sydney Metro Contract 8,Adult,"13,511"
9/1/16,Sydney Metro Contract 8,Adult,"9,580"
9/1/16,Sydney Metro Contract 8,Adult,"6,854"
9/1/16,Sydney Metro Contract 8,Child/Youth,"135,703"
9/1/16,Sydney Metro Contract 8,Opal Single Ticket,"3,948"
9/1/16,Sydney Metro Contract 8,Opal Single Ticket,"2,972"
9/1/16,Sydney Metro Contract 8,Opal Single Ticket,"1,328"
9/1/16,Sydney Metro Contract 8,Concession,"93,371"
9/1/16,Sydney Metro Contract 8,Other,"11,260"
9/1/16,Sydney Metro Contract 8,Free Opal,"3,288"
9/1/16,Sydney Metro Contract 8,School Opal,"151,725"
9/1/16,Sydney Metro Contract 8,Gold Opal,"264,855"
9/1/16,Sydney Metro Contract 9,Adult,"4,470,762"
9/1/16,Sydney Metro Contract 9,Adult,"16,869"
9/1/16,Sydney Metro Contract 9,Adult,"11,441"
9/1/16,Sydney Metro Contract 9,Adult,"1,388"
9/1/16,Sydney Metro Contract 9,Child/Youth,"193,811"
9/1/16,Sydney Metro Contract 9,Opal Single Ticket,"3,156"
9/1/16,Sydney Metro Contract 9,Opal Single Ticket,"1,616"
9/1/16,Sydney Metro Contract 9,Opal Single Ticket,204
9/1/16,Sydney Metro Contract 9,Concession,"584,827"
9/1/16,Sydney Metro Contract 9,Other,"25,067"
9/1/16,Sydney Metro Contract 9,Free Opal,"6,423"
9/1/16,Sydney Metro Contract 9,School Opal,"85,923"
9/1/16,Sydney Metro Contract 9,Gold Opal,"842,193"
9/1/16,Sydney Metro Contract 10,Adult,"239,287"
9/1/16,Sydney Metro Contract 10,Adult,"7,924"
9/1/16,Sydney Metro Contract 10,Adult,"3,089"
9/1/16,Sydney Metro Contract 10,Adult,447
9/1/16,Sydney Metro Contract 10,Child/Youth,"50,009"
9/1/16,Sydney Metro Contract 10,Opal Single Ticket,"3,920"
9/1/16,Sydney Metro Contract 10,Opal Single Ticket,"1,524"
9/1/16,Sydney Metro Contract 10,Opal Single Ticket,210
9/1/16,Sydney Metro Contract 10,Concession,"40,911"
9/1/16,Sydney Metro Contract 10,Free Opal,"1,269"
9/1/16,Sydney Metro Contract 10,School Opal,"164,256"
9/1/16,Sydney Metro Contract 10,Gold Opal,"148,814"
9/1/16,Sydney Metro Contract 12,Adult,"90,354"
9/1/16,Sydney Metro Contract 12,Adult,"1,257"
9/1/16,Sydney Metro Contract 12,Adult,512
9/1/16,Sydney Metro Contract 12,Adult,28
9/1/16,Sydney Metro Contract 12,Child/Youth,"32,041"
9/1/16,Sydney Metro Contract 12,Opal Single Ticket,728
9/1/16,Sydney Metro Contract 12,Opal Single Ticket,381
9/1/16,Sydney Metro Contract 12,Opal Single Ticket,9
9/1/16,Sydney Metro Contract 12,Concession,"13,913"
9/1/16,Sydney Metro Contract 12,Free Opal,270
9/1/16,Sydney Metro Contract 12,School Opal,"112,543"
9/1/16,Sydney Metro Contract 12,Gold Opal,"36,405"
9/1/16,Sydney Metro Contract 13,Adult,"263,035"
9/1/16,Sydney Metro Contract 13,Adult,"12,937"
9/1/16,Sydney Metro Contract 13,Adult,"6,366"
9/1/16,Sydney Metro Contract 13,Adult,789
9/1/16,Sydney Metro Contract 13,Child/Youth,"43,742"
9/1/16,Sydney Metro Contract 13,Opal Single Ticket,"4,617"
9/1/16,Sydney Metro Contract 13,Opal Single Ticket,"2,282"
9/1/16,Sydney Metro Contract 13,Opal Single Ticket,215
9/1/16,Sydney Metro Contract 13,Concession,"51,314"
9/1/16,Sydney Metro Contract 13,Free Opal,"1,048"
9/1/16,Sydney Metro Contract 13,School Opal,"101,113"
9/1/16,Sydney Metro Contract 13,Gold Opal,"195,472"
9/1/16,Sydney Metro Contract 14,Adult,"213,022"
9/1/16,Sydney Metro Contract 14,Adult,"1,356"
9/1/16,Sydney Metro Contract 14,Adult,"1,261"
9/1/16,Sydney Metro Contract 14,Adult,"1,543"
9/1/16,Sydney Metro Contract 14,Child/Youth,"39,289"
9/1/16,Sydney Metro Contract 14,Opal Single Ticket,742
9/1/16,Sydney Metro Contract 14,Opal Single Ticket,927
9/1/16,Sydney Metro Contract 14,Opal Single Ticket,634
9/1/16,Sydney Metro Contract 14,Concession,"23,723"
9/1/16,Sydney Metro Contract 14,Free Opal,299
9/1/16,Sydney Metro Contract 14,School Opal,"59,357"
9/1/16,Sydney Metro Contract 14,Gold Opal,"47,164"
9/1/16,Sydney Metro Contract 15,Adult,"73,612"
9/1/16,Sydney Metro Contract 15,Adult,"9,549"
9/1/16,Sydney Metro Contract 15,Adult,"5,055"
9/1/16,Sydney Metro Contract 15,Adult,736
9/1/16,Sydney Metro Contract 15,Child/Youth,"19,977"
9/1/16,Sydney Metro Contract 15,Opal Single Ticket,"4,342"
9/1/16,Sydney Metro Contract 15,Opal Single Ticket,"1,910"
9/1/16,Sydney Metro Contract 15,Opal Single Ticket,312
9/1/16,Sydney Metro Contract 15,Concession,"19,490"
9/1/16,Sydney Metro Contract 15,Free Opal,886
9/1/16,Sydney Metro Contract 15,School Opal,"53,234"
9/1/16,Sydney Metro Contract 15,Gold Opal,"61,336"
9/1/16,Outer Sydney Metro Contract 1,Adult,"2,491"
9/1/16,Outer Sydney Metro Contract 1,Adult,320
9/1/16,Outer Sydney Metro Contract 1,Adult,303
9/1/16,Outer Sydney Metro Contract 1,Adult,"1,363"
9/1/16,Outer Sydney Metro Contract 1,Child/Youth,"1,700"
9/1/16,Outer Sydney Metro Contract 1,Opal Single Ticket,286
9/1/16,Outer Sydney Metro Contract 1,Opal Single Ticket,88
9/1/16,Outer Sydney Metro Contract 1,Opal Single Ticket,339
9/1/16,Outer Sydney Metro Contract 1,Concession,"1,029"
9/1/16,Outer Sydney Metro Contract 1,Free Opal,114
9/1/16,Outer Sydney Metro Contract 1,School Opal,"27,728"
9/1/16,Outer Sydney Metro Contract 1,Gold Opal,"6,746"
9/1/16,Outer Sydney Metro Contract 2,Adult,"11,059"
9/1/16,Outer Sydney Metro Contract 2,Adult,"2,489"
9/1/16,Outer Sydney Metro Contract 2,Adult,"1,520"
9/1/16,Outer Sydney Metro Contract 2,Adult,"1,540"
9/1/16,Outer Sydney Metro Contract 2,Child/Youth,"6,767"
9/1/16,Outer Sydney Metro Contract 2,Opal Single Ticket,631
9/1/16,Outer Sydney Metro Contract 2,Opal Single Ticket,482
9/1/16,Outer Sydney Metro Contract 2,Opal Single Ticket,582
9/1/16,Outer Sydney Metro Contract 2,Concession,"3,544"
9/1/16,Outer Sydney Metro Contract 2,Free Opal,560
9/1/16,Outer Sydney Metro Contract 2,School Opal,"123,710"
9/1/16,Outer Sydney Metro Contract 2,Gold Opal,"28,770"
9/1/16,Outer Sydney Metro Contract 3,Adult,"4,761"
9/1/16,Outer Sydney Metro Contract 3,Adult,685
9/1/16,Outer Sydney Metro Contract 3,Adult,"1,171"
9/1/16,Outer Sydney Metro Contract 3,Adult,"1,556"
9/1/16,Outer Sydney Metro Contract 3,Child/Youth,"1,587"
9/1/16,Outer Sydney Metro Contract 3,Opal Single Ticket,210
9/1/16,Outer Sydney Metro Contract 3,Opal Single Ticket,727
9/1/16,Outer Sydney Metro Contract 3,Opal Single Ticket,480
9/1/16,Outer Sydney Metro Contract 3,Concession,"1,133"
9/1/16,Outer Sydney Metro Contract 3,Free Opal,144
9/1/16,Outer Sydney Metro Contract 3,School Opal,"16,782"
9/1/16,Outer Sydney Metro Contract 3,Gold Opal,"8,860"
9/1/16,Outer Sydney Metro Contract 4,Adult,"14,331"
9/1/16,Outer Sydney Metro Contract 4,Adult,"1,949"
9/1/16,Outer Sydney Metro Contract 4,Adult,"1,780"
9/1/16,Outer Sydney Metro Contract 4,Adult,358
9/1/16,Outer Sydney Metro Contract 4,Child/Youth,"4,561"
9/1/16,Outer Sydney Metro Contract 4,Opal Single Ticket,363
9/1/16,Outer Sydney Metro Contract 4,Opal Single Ticket,631
9/1/16,Outer Sydney Metro Contract 4,Opal Single Ticket,224
9/1/16,Outer Sydney Metro Contract 4,Concession,"4,982"
9/1/16,Outer Sydney Metro Contract 4,Free Opal,226
9/1/16,Outer Sydney Metro Contract 4,School Opal,"40,676"
9/1/16,Outer Sydney Metro Contract 4,Gold Opal,"26,212"
9/1/16,Outer Sydney Metro Contract 5,Adult,"108,119"
9/1/16,Outer Sydney Metro Contract 5,Adult,"8,581"
9/1/16,Outer Sydney Metro Contract 5,Adult,"10,206"
9/1/16,Outer Sydney Metro Contract 5,Adult,"2,880"
9/1/16,Outer Sydney Metro Contract 5,Child/Youth,"22,602"
9/1/16,Outer Sydney Metro Contract 5,Opal Single Ticket,"1,894"
9/1/16,Outer Sydney Metro Contract 5,Opal Single Ticket,"2,594"
9/1/16,Outer Sydney Metro Contract 5,Opal Single Ticket,947
9/1/16,Outer Sydney Metro Contract 5,Concession,"32,653"
9/1/16,Outer Sydney Metro Contract 5,Other,"3,092"
9/1/16,Outer Sydney Metro Contract 5,Free Opal,"1,061"
9/1/16,Outer Sydney Metro Contract 5,School Opal,"75,262"
9/1/16,Outer Sydney Metro Contract 5,Gold Opal,"137,657"
9/1/16,Outer Sydney Metro Contract 6,Adult,"70,330"
9/1/16,Outer Sydney Metro Contract 6,Adult,"5,927"
9/1/16,Outer Sydney Metro Contract 6,Adult,"5,420"
