Time period,Bus Contract Region,Card Type,Trip
1/1/22,Outer Sydney Metro Contract 9,Day Pass Ticket,1
1/1/22,Outer Sydney Metro Contract 9,Other,4
1/1/22,Outer Sydney Metro Contract 9,Free Opal,34
1/1/22,Outer Sydney Metro Contract 9,School Opal,55
1/1/22,Outer Sydney Metro Contract 9,Gold Opal,"1,326"
1/1/22,Outer Sydney Metro Contract 10,Adult,"26,057"
1/1/22,Outer Sydney Metro Contract 10,Child/Youth,"9,245"
1/1/22,Outer Sydney Metro Contract 10,Concession,"3,567"
1/1/22,Outer Sydney Metro Contract 10,CTP,"19,450"
1/1/22,Outer Sydney Metro Contract 10,Day Pass Ticket,22
1/1/22,Outer Sydney Metro Contract 10,Other,125
1/1/22,Outer Sydney Metro Contract 10,Free Opal,488
1/1/22,Outer Sydney Metro Contract 10,School Opal,"2,751"
1/1/22,Outer Sydney Metro Contract 10,Gold Opal,"55,364"
1/1/22,Outer Sydney Metro Contract 11,Adult,438
1/1/22,Outer Sydney Metro Contract 11,Child/Youth,274
1/1/22,Outer Sydney Metro Contract 11,Concession,56
1/1/22,Outer Sydney Metro Contract 11,CTP,416
1/1/22,Outer Sydney Metro Contract 11,Other,16
1/1/22,Outer Sydney Metro Contract 11,Free Opal,8
1/1/22,Outer Sydney Metro Contract 11,School Opal,14
1/1/22,Outer Sydney Metro Contract 11,Gold Opal,639
1/1/22,Outer Sydney Metro Contract 12,Adult,"5,634"
1/1/22,Outer Sydney Metro Contract 12,Child/Youth,"2,803"
1/1/22,Outer Sydney Metro Contract 12,Concession,750
1/1/22,Outer Sydney Metro Contract 12,CTP,"4,658"
1/1/22,Outer Sydney Metro Contract 12,Other,80
1/1/22,Outer Sydney Metro Contract 12,Free Opal,74
1/1/22,Outer Sydney Metro Contract 12,School Opal,620
1/1/22,Outer Sydney Metro Contract 12,Gold Opal,"10,422"
2/1/22,Sydney Metro Contract 1,Adult,"199,755"
2/1/22,Sydney Metro Contract 1,Adult,2
2/1/22,Sydney Metro Contract 1,Adult,6
2/1/22,Sydney Metro Contract 1,Child/Youth,"34,699"
2/1/22,Sydney Metro Contract 1,Opal Single Ticket,2
2/1/22,Sydney Metro Contract 1,Concession,"23,105"
2/1/22,Sydney Metro Contract 1,CTP,"92,574"
2/1/22,Sydney Metro Contract 1,Day Pass Ticket,80
2/1/22,Sydney Metro Contract 1,Other,"1,171"
2/1/22,Sydney Metro Contract 1,Free Opal,"1,063"
2/1/22,Sydney Metro Contract 1,Other,"9,777"
2/1/22,Sydney Metro Contract 1,School Opal,"112,454"
2/1/22,Sydney Metro Contract 1,Gold Opal,"133,443"
2/1/22,Sydney Metro Contract 2,Adult,"57,922"
2/1/22,Sydney Metro Contract 2,Child/Youth,"10,779"
2/1/22,Sydney Metro Contract 2,Concession,"7,229"
2/1/22,Sydney Metro Contract 2,CTP,"23,856"
2/1/22,Sydney Metro Contract 2,Day Pass Ticket,2
2/1/22,Sydney Metro Contract 2,Other,421
2/1/22,Sydney Metro Contract 2,Free Opal,437
2/1/22,Sydney Metro Contract 2,School Opal,"33,701"
2/1/22,Sydney Metro Contract 2,Gold Opal,"53,736"
2/1/22,Sydney Metro Contract 3,Adult,"166,587"
2/1/22,Sydney Metro Contract 3,Adult,3
2/1/22,Sydney Metro Contract 3,Child/Youth,"30,151"
2/1/22,Sydney Metro Contract 3,Concession,"25,200"
2/1/22,Sydney Metro Contract 3,CTP,"72,357"
2/1/22,Sydney Metro Contract 3,Day Pass Ticket,17
2/1/22,Sydney Metro Contract 3,Other,716
2/1/22,Sydney Metro Contract 3,Free Opal,986
2/1/22,Sydney Metro Contract 3,School Opal,"52,771"
2/1/22,Sydney Metro Contract 3,Gold Opal,"161,622"
2/1/22,Sydney Metro Contract 4,Adult,"325,160"
2/1/22,Sydney Metro Contract 4,Adult,10
2/1/22,Sydney Metro Contract 4,Child/Youth,"53,839"
2/1/22,Sydney Metro Contract 4,Concession,"59,354"
2/1/22,Sydney Metro Contract 4,CTP,"153,184"
2/1/22,Sydney Metro Contract 4,Day Pass Ticket,26
2/1/22,Sydney Metro Contract 4,Other,"1,474"
2/1/22,Sydney Metro Contract 4,Free Opal,795
2/1/22,Sydney Metro Contract 4,Other,"1,067"
2/1/22,Sydney Metro Contract 4,School Opal,"163,929"
2/1/22,Sydney Metro Contract 4,Gold Opal,"107,084"
2/1/22,Sydney Metro Contract 5,Adult,"66,842"
2/1/22,Sydney Metro Contract 5,Adult,4
2/1/22,Sydney Metro Contract 5,Child/Youth,"8,325"
2/1/22,Sydney Metro Contract 5,Concession,"8,658"
2/1/22,Sydney Metro Contract 5,CTP,"25,917"
2/1/22,Sydney Metro Contract 5,Day Pass Ticket,16
2/1/22,Sydney Metro Contract 5,Other,489
2/1/22,Sydney Metro Contract 5,Free Opal,286
2/1/22,Sydney Metro Contract 5,School Opal,"17,891"
2/1/22,Sydney Metro Contract 5,Gold Opal,"71,679"
2/1/22,SBSC Contract 6,Adult,"924,527"
2/1/22,SBSC Contract 6,Adult,10
2/1/22,SBSC Contract 6,Adult,1
2/1/22,SBSC Contract 6,Child/Youth,"70,181"
2/1/22,SBSC Contract 6,Concession,"144,742"
2/1/22,SBSC Contract 6,CTP,"586,256"
2/1/22,SBSC Contract 6,Day Pass Ticket,22
2/1/22,SBSC Contract 6,Other,"12,667"
2/1/22,SBSC Contract 6,Free Opal,"3,494"
2/1/22,SBSC Contract 6,Other,"3,041"
2/1/22,SBSC Contract 6,School Opal,"86,563"
2/1/22,SBSC Contract 6,Gold Opal,"433,982"
2/1/22,Greater Sydney Contract 7,Adult,"521,347"
2/1/22,Greater Sydney Contract 7,Adult,4
2/1/22,Greater Sydney Contract 7,Adult,1
2/1/22,Greater Sydney Contract 7,Adult,1
2/1/22,Greater Sydney Contract 7,Child/Youth,"60,103"
2/1/22,Greater Sydney Contract 7,Concession,"65,745"
2/1/22,Greater Sydney Contract 7,CTP,"271,797"
2/1/22,Greater Sydney Contract 7,Day Pass Ticket,51
2/1/22,Greater Sydney Contract 7,Other,"5,456"
2/1/22,Greater Sydney Contract 7,Free Opal,"1,483"
2/1/22,Greater Sydney Contract 7,School Opal,"127,333"
2/1/22,Greater Sydney Contract 7,Gold Opal,"186,706"
2/1/22,Greater Sydney Contract 8,Adult,"501,099"
2/1/22,Greater Sydney Contract 8,Adult,13
2/1/22,Greater Sydney Contract 8,Adult,2
2/1/22,Greater Sydney Contract 8,Child/Youth,"80,212"
2/1/22,Greater Sydney Contract 8,Concession,"47,966"
2/1/22,Greater Sydney Contract 8,CTP,"375,335"
2/1/22,Greater Sydney Contract 8,Day Pass Ticket,9
2/1/22,Greater Sydney Contract 8,Other,"7,600"
2/1/22,Greater Sydney Contract 8,Free Opal,"2,389"
2/1/22,Greater Sydney Contract 8,School Opal,"121,170"
2/1/22,Greater Sydney Contract 8,Gold Opal,"187,442"
2/1/22,Sydney Metro Contract 9,Adult,"880,707"
2/1/22,Sydney Metro Contract 9,Adult,4
2/1/22,Sydney Metro Contract 9,Adult,7
2/1/22,Sydney Metro Contract 9,Child/Youth,"49,339"
2/1/22,Sydney Metro Contract 9,Opal Single Ticket,1
2/1/22,Sydney Metro Contract 9,Concession,"103,405"
2/1/22,Sydney Metro Contract 9,CTP,"795,379"
2/1/22,Sydney Metro Contract 9,Day Pass Ticket,29
2/1/22,Sydney Metro Contract 9,Other,"9,558"
2/1/22,Sydney Metro Contract 9,Free Opal,"3,207"
2/1/22,Sydney Metro Contract 9,School Opal,"37,405"
2/1/22,Sydney Metro Contract 9,Gold Opal,"368,949"
2/1/22,Sydney Metro Contract 10,Adult,"110,633"
2/1/22,Sydney Metro Contract 10,Adult,3
2/1/22,Sydney Metro Contract 10,Child/Youth,"24,850"
2/1/22,Sydney Metro Contract 10,Concession,"13,209"
2/1/22,Sydney Metro Contract 10,CTP,"49,487"
2/1/22,Sydney Metro Contract 10,Day Pass Ticket,11
2/1/22,Sydney Metro Contract 10,Other,748
2/1/22,Sydney Metro Contract 10,Free Opal,730
2/1/22,Sydney Metro Contract 10,School Opal,"103,434"
2/1/22,Sydney Metro Contract 10,Gold Opal,"83,338"
2/1/22,Sydney Metro Contract 12,Adult,"32,965"
2/1/22,Sydney Metro Contract 12,Child/Youth,"16,255"
2/1/22,Sydney Metro Contract 12,Concession,"5,304"
2/1/22,Sydney Metro Contract 12,CTP,"13,742"
2/1/22,Sydney Metro Contract 12,Day Pass Ticket,1
2/1/22,Sydney Metro Contract 12,Other,159
2/1/22,Sydney Metro Contract 12,Free Opal,265
2/1/22,Sydney Metro Contract 12,School Opal,"101,691"
2/1/22,Sydney Metro Contract 12,Gold Opal,"17,445"
2/1/22,Sydney Metro Contract 13,Adult,"130,734"
2/1/22,Sydney Metro Contract 13,Adult,1
2/1/22,Sydney Metro Contract 13,Child/Youth,"18,275"
2/1/22,Sydney Metro Contract 13,Concession,"16,418"
2/1/22,Sydney Metro Contract 13,CTP,"50,257"
2/1/22,Sydney Metro Contract 13,Day Pass Ticket,4
2/1/22,Sydney Metro Contract 13,Other,579
2/1/22,Sydney Metro Contract 13,Free Opal,678
2/1/22,Sydney Metro Contract 13,School Opal,"51,467"
2/1/22,Sydney Metro Contract 13,Gold Opal,"104,967"
2/1/22,Sydney Metro Contract 14,Adult,"85,186"
2/1/22,Sydney Metro Contract 14,Child/Youth,"20,173"
2/1/22,Sydney Metro Contract 14,Concession,"11,198"
2/1/22,Sydney Metro Contract 14,CTP,"47,361"
2/1/22,Sydney Metro Contract 14,Day Pass Ticket,1
2/1/22,Sydney Metro Contract 14,Other,58
2/1/22,Sydney Metro Contract 14,Free Opal,250
2/1/22,Sydney Metro Contract 14,School Opal,"57,009"
2/1/22,Sydney Metro Contract 14,Gold Opal,"27,583"
2/1/22,Sydney Metro Contract 15,Adult,"42,858"
2/1/22,Sydney Metro Contract 15,Adult,7
2/1/22,Sydney Metro Contract 15,Child/Youth,"12,669"
2/1/22,Sydney Metro Contract 15,Opal Single Ticket,1
2/1/22,Sydney Metro Contract 15,Concession,"6,026"
2/1/22,Sydney Metro Contract 15,CTP,"24,641"
2/1/22,Sydney Metro Contract 15,Day Pass Ticket,8
2/1/22,Sydney Metro Contract 15,Other,614
2/1/22,Sydney Metro Contract 15,Free Opal,552
2/1/22,Sydney Metro Contract 15,School Opal,"45,565"
2/1/22,Sydney Metro Contract 15,Gold Opal,"37,495"
2/1/22,Outer Sydney Metro Contract 1,Adult,"2,266"
2/1/22,Outer Sydney Metro Contract 1,Adult,1
2/1/22,Outer Sydney Metro Contract 1,Adult,1
2/1/22,Outer Sydney Metro Contract 1,Child/Youth,"1,189"
2/1/22,Outer Sydney Metro Contract 1,Concession,455
2/1/22,Outer Sydney Metro Contract 1,CTP,"1,888"
2/1/22,Outer Sydney Metro Contract 1,Day Pass Ticket,39
2/1/22,Outer Sydney Metro Contract 1,Free Opal,77
2/1/22,Outer Sydney Metro Contract 1,School Opal,"12,996"
2/1/22,Outer Sydney Metro Contract 1,Gold Opal,"4,482"
2/1/22,Outer Sydney Metro Contract 2,Adult,"6,851"
2/1/22,Outer Sydney Metro Contract 2,Adult,2
2/1/22,Outer Sydney Metro Contract 2,Adult,6
2/1/22,Outer Sydney Metro Contract 2,Child/Youth,"4,171"
2/1/22,Outer Sydney Metro Contract 2,Concession,"1,143"
2/1/22,Outer Sydney Metro Contract 2,CTP,"7,136"
2/1/22,Outer Sydney Metro Contract 2,Day Pass Ticket,3
2/1/22,Outer Sydney Metro Contract 2,Other,82
2/1/22,Outer Sydney Metro Contract 2,Free Opal,206
2/1/22,Outer Sydney Metro Contract 2,School Opal,"16,832"
2/1/22,Outer Sydney Metro Contract 2,Gold Opal,"14,597"
2/1/22,Outer Sydney Metro Contract 3,Adult,"3,149"
2/1/22,Outer Sydney Metro Contract 3,Adult,1
2/1/22,Outer Sydney Metro Contract 3,Adult,3
2/1/22,Outer Sydney Metro Contract 3,Child/Youth,"1,356"
2/1/22,Outer Sydney Metro Contract 3,Concession,521
2/1/22,Outer Sydney Metro Contract 3,CTP,"4,630"
2/1/22,Outer Sydney Metro Contract 3,Other,34
2/1/22,Outer Sydney Metro Contract 3,Free Opal,87
2/1/22,Outer Sydney Metro Contract 3,School Opal,"2,463"
2/1/22,Outer Sydney Metro Contract 3,Gold Opal,"5,670"
2/1/22,Outer Sydney Metro Contract 4,Adult,"8,634"
2/1/22,Outer Sydney Metro Contract 4,Adult,1
2/1/22,Outer Sydney Metro Contract 4,Child/Youth,"2,709"
2/1/22,Outer Sydney Metro Contract 4,Concession,"1,658"
2/1/22,Outer Sydney Metro Contract 4,CTP,"7,874"
2/1/22,Outer Sydney Metro Contract 4,Other,110
2/1/22,Outer Sydney Metro Contract 4,Free Opal,119
2/1/22,Outer Sydney Metro Contract 4,School Opal,"4,950"
2/1/22,Outer Sydney Metro Contract 4,Gold Opal,"13,908"
2/1/22,NISC 1,Adult,"54,124"
2/1/22,NISC 1,Adult,1
2/1/22,NISC 1,Child/Youth,"11,594"
2/1/22,NISC 1,Concession,"10,059"
2/1/22,NISC 1,CTP,"49,155"
2/1/22,NISC 1,Day Pass Ticket,20
2/1/22,NISC 1,Other,"1,341"
2/1/22,NISC 1,Free Opal,643
2/1/22,NISC 1,Other,"4,149"
2/1/22,NISC 1,School Opal,"20,569"
2/1/22,NISC 1,Gold Opal,"75,358"
2/1/22,Outer Sydney Metro Contract 6,Adult,"45,245"
2/1/22,Outer Sydney Metro Contract 6,Adult,7
2/1/22,Outer Sydney Metro Contract 6,Adult,4
2/1/22,Outer Sydney Metro Contract 6,Adult,1
2/1/22,Outer Sydney Metro Contract 6,Child/Youth,"15,908"
2/1/22,Outer Sydney Metro Contract 6,Concession,"4,751"
2/1/22,Outer Sydney Metro Contract 6,CTP,"32,935"
2/1/22,Outer Sydney Metro Contract 6,Day Pass Ticket,18
2/1/22,Outer Sydney Metro Contract 6,Other,"1,032"
2/1/22,Outer Sydney Metro Contract 6,Free Opal,"1,026"
2/1/22,Outer Sydney Metro Contract 6,School Opal,"52,318"
2/1/22,Outer Sydney Metro Contract 6,Gold Opal,"70,896"
2/1/22,Outer Sydney Metro Contract 7,Adult,"21,979"
2/1/22,Outer Sydney Metro Contract 7,Child/Youth,"9,484"
2/1/22,Outer Sydney Metro Contract 7,Concession,"2,326"
2/1/22,Outer Sydney Metro Contract 7,CTP,"17,332"
2/1/22,Outer Sydney Metro Contract 7,Day Pass Ticket,5
2/1/22,Outer Sydney Metro Contract 7,Other,107
2/1/22,Outer Sydney Metro Contract 7,Free Opal,552
2/1/22,Outer Sydney Metro Contract 7,School Opal,"49,934"
2/1/22,Outer Sydney Metro Contract 7,Gold Opal,"32,302"
2/1/22,Outer Sydney Metro Contract 8,Adult,"7,585"
2/1/22,Outer Sydney Metro Contract 8,Child/Youth,"2,504"
2/1/22,Outer Sydney Metro Contract 8,Concession,698
2/1/22,Outer Sydney Metro Contract 8,CTP,"4,525"
2/1/22,Outer Sydney Metro Contract 8,Day Pass Ticket,2
2/1/22,Outer Sydney Metro Contract 8,Other,112
2/1/22,Outer Sydney Metro Contract 8,Free Opal,141
2/1/22,Outer Sydney Metro Contract 8,School Opal,"29,373"
2/1/22,Outer Sydney Metro Contract 8,Gold Opal,"10,595"
2/1/22,Outer Sydney Metro Contract 9,Adult,"1,694"
2/1/22,Outer Sydney Metro Contract 9,Child/Youth,"1,115"
2/1/22,Outer Sydney Metro Contract 9,Concession,131
2/1/22,Outer Sydney Metro Contract 9,CTP,"1,366"
2/1/22,Outer Sydney Metro Contract 9,Day Pass Ticket,1
2/1/22,Outer Sydney Metro Contract 9,Other,8
2/1/22,Outer Sydney Metro Contract 9,Free Opal,35
2/1/22,Outer Sydney Metro Contract 9,School Opal,"9,605"
2/1/22,Outer Sydney Metro Contract 9,Gold Opal,"1,851"
2/1/22,Outer Sydney Metro Contract 10,Adult,"31,121"
2/1/22,Outer Sydney Metro Contract 10,Adult,1
2/1/22,Outer Sydney Metro Contract 10,Child/Youth,"17,647"
2/1/22,Outer Sydney Metro Contract 10,Concession,"4,620"
2/1/22,Outer Sydney Metro Contract 10,CTP,"23,936"
2/1/22,Outer Sydney Metro Contract 10,Day Pass Ticket,23
2/1/22,Outer Sydney Metro Contract 10,Other,156
2/1/22,Outer Sydney Metro Contract 10,Free Opal,477
2/1/22,Outer Sydney Metro Contract 10,School Opal,"148,326"
2/1/22,Outer Sydney Metro Contract 10,Gold Opal,"60,252"
2/1/22,Outer Sydney Metro Contract 11,Adult,435
2/1/22,Outer Sydney Metro Contract 11,Child/Youth,280
2/1/22,Outer Sydney Metro Contract 11,Concession,60
2/1/22,Outer Sydney Metro Contract 11,CTP,315
2/1/22,Outer Sydney Metro Contract 11,Other,23
2/1/22,Outer Sydney Metro Contract 11,Free Opal,11
2/1/22,Outer Sydney Metro Contract 11,School Opal,"1,492"
2/1/22,Outer Sydney Metro Contract 11,Gold Opal,553
2/1/22,Outer Sydney Metro Contract 12,Adult,"6,978"
2/1/22,Outer Sydney Metro Contract 12,Child/Youth,"4,047"
2/1/22,Outer Sydney Metro Contract 12,Concession,"1,049"
2/1/22,Outer Sydney Metro Contract 12,CTP,"6,355"
2/1/22,Outer Sydney Metro Contract 12,Day Pass Ticket,1
2/1/22,Outer Sydney Metro Contract 12,Other,102
2/1/22,Outer Sydney Metro Contract 12,Free Opal,102
2/1/22,Outer Sydney Metro Contract 12,School Opal,"22,464"
2/1/22,Outer Sydney Metro Contract 12,Gold Opal,"11,962"
3/1/22,Sydney Metro Contract 1,Adult,"237,476"
3/1/22,Sydney Metro Contract 1,Adult,12
3/1/22,Sydney Metro Contract 1,Adult,7
3/1/22,Sydney Metro Contract 1,Adult,6
3/1/22,Sydney Metro Contract 1,Child/Youth,"31,736"
3/1/22,Sydney Metro Contract 1,Concession,"35,989"
3/1/22,Sydney Metro Contract 1,CTP,"108,315"
3/1/22,Sydney Metro Contract 1,Day Pass Ticket,70
3/1/22,Sydney Metro Contract 1,Other,"1,470"
3/1/22,Sydney Metro Contract 1,Free Opal,"1,165"
3/1/22,Sydney Metro Contract 1,Other,"11,426"
3/1/22,Sydney Metro Contract 1,School Opal,"104,765"
3/1/22,Sydney Metro Contract 1,Gold Opal,"148,614"
3/1/22,Sydney Metro Contract 2,Adult,"68,465"
3/1/22,Sydney Metro Contract 2,Adult,1
3/1/22,Sydney Metro Contract 2,Child/Youth,"10,076"
3/1/22,Sydney Metro Contract 2,Concession,"11,488"
3/1/22,Sydney Metro Contract 2,CTP,"28,306"
3/1/22,Sydney Metro Contract 2,Day Pass Ticket,13
3/1/22,Sydney Metro Contract 2,Other,387
3/1/22,Sydney Metro Contract 2,Free Opal,483
3/1/22,Sydney Metro Contract 2,School Opal,"32,021"
3/1/22,Sydney Metro Contract 2,Gold Opal,"61,972"
3/1/22,Sydney Metro Contract 3,Adult,"204,123"
3/1/22,Sydney Metro Contract 3,Adult,2
3/1/22,Sydney Metro Contract 3,Child/Youth,"28,892"
3/1/22,Sydney Metro Contract 3,Concession,"43,816"
3/1/22,Sydney Metro Contract 3,CTP,"90,083"
3/1/22,Sydney Metro Contract 3,Day Pass Ticket,53
3/1/22,Sydney Metro Contract 3,Other,953
3/1/22,Sydney Metro Contract 3,Free Opal,"1,133"
3/1/22,Sydney Metro Contract 3,School Opal,"55,411"
3/1/22,Sydney Metro Contract 3,Gold Opal,"191,925"
3/1/22,Sydney Metro Contract 4,Adult,"449,626"
3/1/22,Sydney Metro Contract 4,Adult,19
3/1/22,Sydney Metro Contract 4,Adult,1
3/1/22,Sydney Metro Contract 4,Adult,1
3/1/22,Sydney Metro Contract 4,Child/Youth,"51,636"
3/1/22,Sydney Metro Contract 4,Concession,"101,574"
3/1/22,Sydney Metro Contract 4,CTP,"211,741"
3/1/22,Sydney Metro Contract 4,Day Pass Ticket,12
3/1/22,Sydney Metro Contract 4,Day Pass Ticket,19
3/1/22,Sydney Metro Contract 4,Other,"2,135"
3/1/22,Sydney Metro Contract 4,Free Opal,"1,211"
3/1/22,Sydney Metro Contract 4,Other,"1,570"
3/1/22,Sydney Metro Contract 4,School Opal,"163,969"
3/1/22,Sydney Metro Contract 4,Gold Opal,"131,788"
3/1/22,Sydney Metro Contract 5,Adult,"77,696"
3/1/22,Sydney Metro Contract 5,Adult,4
3/1/22,Sydney Metro Contract 5,Child/Youth,"7,508"
3/1/22,Sydney Metro Contract 5,Concession,"11,497"
3/1/22,Sydney Metro Contract 5,CTP,"29,930"
3/1/22,Sydney Metro Contract 5,Day Pass Ticket,19
3/1/22,Sydney Metro Contract 5,Other,571
3/1/22,Sydney Metro Contract 5,Free Opal,326
3/1/22,Sydney Metro Contract 5,School Opal,"18,073"
3/1/22,Sydney Metro Contract 5,Gold Opal,"83,281"
3/1/22,SBSC Contract 6,Adult,"1,143,285"
3/1/22,SBSC Contract 6,Adult,14
3/1/22,SBSC Contract 6,Adult,7
3/1/22,SBSC Contract 6,Child/Youth,"70,413"
3/1/22,SBSC Contract 6,Concession,"242,080"
3/1/22,SBSC Contract 6,CTP,"751,106"
3/1/22,SBSC Contract 6,Day Pass Ticket,36
3/1/22,SBSC Contract 6,Other,"14,672"
3/1/22,SBSC Contract 6,Free Opal,"3,971"
3/1/22,SBSC Contract 6,Other,"3,832"
3/1/22,SBSC Contract 6,School Opal,"86,825"
3/1/22,SBSC Contract 6,Gold Opal,"516,405"
3/1/22,Greater Sydney Contract 7,Adult,"705,737"
3/1/22,Greater Sydney Contract 7,Adult,3
3/1/22,Greater Sydney Contract 7,Adult,6
3/1/22,Greater Sydney Contract 7,Child/Youth,"59,724"
3/1/22,Greater Sydney Contract 7,Concession,"108,446"
3/1/22,Greater Sydney Contract 7,CTP,"376,264"
3/1/22,Greater Sydney Contract 7,Day Pass Ticket,78
3/1/22,Greater Sydney Contract 7,Other,"7,077"
3/1/22,Greater Sydney Contract 7,Free Opal,"1,902"
3/1/22,Greater Sydney Contract 7,School Opal,"133,518"
3/1/22,Greater Sydney Contract 7,Gold Opal,"229,608"
3/1/22,Greater Sydney Contract 8,Adult,"617,866"
3/1/22,Greater Sydney Contract 8,Adult,14
3/1/22,Greater Sydney Contract 8,Adult,4
3/1/22,Greater Sydney Contract 8,Child/Youth,"74,800"
3/1/22,Greater Sydney Contract 8,Opal Single Ticket,3
3/1/22,Greater Sydney Contract 8,Concession,"73,872"
3/1/22,Greater Sydney Contract 8,CTP,"466,149"
3/1/22,Greater Sydney Contract 8,Day Pass Ticket,11
3/1/22,Greater Sydney Contract 8,Other,"8,397"
3/1/22,Greater Sydney Contract 8,Free Opal,"2,688"
3/1/22,Greater Sydney Contract 8,School Opal,"114,581"
3/1/22,Greater Sydney Contract 8,Gold Opal,"216,596"
3/1/22,Sydney Metro Contract 9,Adult,"1,045,327"
3/1/22,Sydney Metro Contract 9,Adult,4
3/1/22,Sydney Metro Contract 9,Adult,1
3/1/22,Sydney Metro Contract 9,Child/Youth,"49,466"
3/1/22,Sydney Metro Contract 9,Concession,"139,131"
3/1/22,Sydney Metro Contract 9,CTP,"984,406"
3/1/22,Sydney Metro Contract 9,Day Pass Ticket,15
3/1/22,Sydney Metro Contract 9,Other,"11,259"
3/1/22,Sydney Metro Contract 9,Free Opal,"3,739"
3/1/22,Sydney Metro Contract 9,School Opal,"34,968"
3/1/22,Sydney Metro Contract 9,Gold Opal,"418,844"
3/1/22,Sydney Metro Contract 10,Adult,"132,485"
3/1/22,Sydney Metro Contract 10,Adult,6
3/1/22,Sydney Metro Contract 10,Adult,1
3/1/22,Sydney Metro Contract 10,Adult,2
3/1/22,Sydney Metro Contract 10,Child/Youth,"22,184"
3/1/22,Sydney Metro Contract 10,Concession,"19,471"
3/1/22,Sydney Metro Contract 10,CTP,"58,848"
3/1/22,Sydney Metro Contract 10,Day Pass Ticket,25
3/1/22,Sydney Metro Contract 10,Other,837
3/1/22,Sydney Metro Contract 10,Free Opal,753
3/1/22,Sydney Metro Contract 10,School Opal,"103,209"
3/1/22,Sydney Metro Contract 10,Gold Opal,"99,929"
3/1/22,Sydney Metro Contract 12,Adult,"42,713"
3/1/22,Sydney Metro Contract 12,Child/Youth,"15,572"
3/1/22,Sydney Metro Contract 12,Concession,"9,342"
3/1/22,Sydney Metro Contract 12,CTP,"17,592"
3/1/22,Sydney Metro Contract 12,Other,249
3/1/22,Sydney Metro Contract 12,Free Opal,242
3/1/22,Sydney Metro Contract 12,School Opal,"105,654"
3/1/22,Sydney Metro Contract 12,Gold Opal,"20,809"
3/1/22,Sydney Metro Contract 13,Adult,"162,302"
3/1/22,Sydney Metro Contract 13,Adult,4
3/1/22,Sydney Metro Contract 13,Adult,1
3/1/22,Sydney Metro Contract 13,Child/Youth,"17,888"
3/1/22,Sydney Metro Contract 13,Concession,"26,430"
3/1/22,Sydney Metro Contract 13,CTP,"64,115"
3/1/22,Sydney Metro Contract 13,Day Pass Ticket,15
3/1/22,Sydney Metro Contract 13,Other,704
3/1/22,Sydney Metro Contract 13,Free Opal,846
3/1/22,Sydney Metro Contract 13,School Opal,"54,024"
3/1/22,Sydney Metro Contract 13,Gold Opal,"127,897"
3/1/22,Sydney Metro Contract 14,Adult,"106,080"
3/1/22,Sydney Metro Contract 14,Adult,3
3/1/22,Sydney Metro Contract 14,Child/Youth,"19,010"
3/1/22,Sydney Metro Contract 14,Concession,"19,769"
3/1/22,Sydney Metro Contract 14,CTP,"60,283"
