_id,Year_Month,Route,Card Type,Trip
2020,2025-06,F8 Cockatoo Island,Free Travel,57
2021,2025-06,F8 Cockatoo Island,School Student,643
2022,2025-06,F8 Cockatoo Island,Senior/Pensioner,7237
2023,2025-06,F8 Cockatoo Island,Sgl Trip Ferry Adult,191
2024,2025-06,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,140
2025,2025-06,F9 Watsons Bay,Adult,25945
2026,2025-06,F9 Watsons Bay,CTP,64799
2027,2025-06,F9 Watsons Bay,Child/Youth,3894
2028,2025-06,F9 Watsons Bay,Concession,1457
2029,2025-06,F9 Watsons Bay,Day Pass Child/Youth w/o SAF,0
2030,2025-06,F9 Watsons Bay,Day Pass without SAF,0
2031,2025-06,F9 Watsons Bay,Employee,205
2032,2025-06,F9 Watsons Bay,Free Travel,80
2033,2025-06,F9 Watsons Bay,School Student,429
2034,2025-06,F9 Watsons Bay,Senior/Pensioner,15271
2035,2025-06,F9 Watsons Bay,Sgl Trip Ferry Adult,631
2036,2025-06,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,342
2037,2025-06,MFF Manly Fast Ferry,Adult,569
2038,2025-06,MFF Manly Fast Ferry,CTP,3619
2039,2025-06,MFF Manly Fast Ferry,Child/Youth,122
2040,2025-06,MFF Manly Fast Ferry,Concession,23
2041,2025-06,MFF Manly Fast Ferry,Employee,49
2042,2025-06,MFF Manly Fast Ferry,Free Travel,27
2043,2025-06,MFF Manly Fast Ferry,School Student,36
2044,2025-06,MFF Manly Fast Ferry,Senior/Pensioner,589
2045,2025-06,MFF Manly Fast Ferry,Sgl Trip Ferry Adult,241
2046,2025-06,MFF Manly Fast Ferry,Sgl Trip Ferry Child/Youth,92
